0.00661,0.018
0.00664,0.018
0.00667,0.018
0.0067,0.018
0.00673,0.018
0.00676,0.018
0.00679,0.018
0.00682,0.018
0.00685,0.018
0.00688,0.018
0.00691,0.018
0.00694,0.018
0.00697,0.018
0.007,0.018
0.00703,0.018
0.00706,0.018
0.00709,0.018
0.00712,0.018
0.00715,0.018
0.00718,0.018
0.00721,0.018
0.00724,0.018
0.00727,0.018
0.0073,0.018
0.00733,0.018
0.00736,0.018
0.00739,0.018
0.00742,0.018
0.00745,0.018
0.00748,0.018
0.00751,0.018
0.00754,0.018
0.00757,0.018
0.0076,0.018
0.0055,0.019
0.00553,0.019
0.00556,0.019
0.00559,0.019
0.00562,0.019
0.00565,0.019
0.00568,0.019
0.00571,0.019
0.00574,0.019
0.00577,0.019
0.0058,0.019
0.00583,0.019
0.00586,0.019
0.00589,0.019
0.00592,0.019
0.00595,0.019
